Names,Meanings,Sentences,Tags,Level,Collocations,Synonyms,Pronunciations,Name
staunch,誠実な、忠実な,The scholar is a staunch supporter of nuclear power.,"人・職業, 英検",4,,"faithful
loyal
devoted",,staunch
disseminate,（情報・知識などを）広める,The students worked to disseminate information about their fundraiser.,英検,4,,disperse,,disseminate
"baffle
bafflement","困惑させる、悩ませる
困惑",His children were baffled by his change in behavior.,"感情・思考, 英検",4,,"stump
perplex",,baffle
menial,技術を要しない、単調な,She does not have the energy to complete even menial tasks.,"ビジネス・経済, 英検",4,,,,menial
"candid
candidly
candor","率直な、遠慮のない
率直に
率直さ",He received some candid advice about his job from his wife.,英検,4,,frank,,candid
irate,激怒した,The customer became so irate that the staff called the police.,"感情・思考, 英検",4,,"furious
exasperated
infuriated
livid
incensed
indignant",,irate
"clique
cliquish","徒党、派閥
排他的な","The soccer players formed a clique and always hung out together.
The new student found it hard to break into the popular students’ clique.","社会・国家, 英検",4,,,,clique
"sporadic
sporadically","散発的な、不定期に起こる
散発的に",Scientists expect that sporadic outbreaks will continue to occur.,"時間・頻度, 英検",4,,intermittent,,sporadic
"abate
abatement","弱まる、和らぐ
軽減、緩和",Public criticism of the mayor’s decision took months to abate.,"医療・健康, 社会・国家, 英検",4,,,,abate
idyllic,牧歌的な、のどかな,She grew up in an idyllic town in the mountains of Italy.,英検,4,,,,idyllic
tarnish,傷つける、光沢を失わせる,Her reputation was tarnished when people found out she was abusive.,英検,4,,taint,,tarnish
"vindicate
vindication","正しさを立証する、潔白を証明する
立証、証明",His strange management style was vindicated by the incredible performance of his subordinates.,"社会・国家, 英検",4,,justify,,vindicate
"subordinate
subordination","下位の、部下
下位、従属","She delegated some of her tasks to her subordinates. 彼女は自分の仕事の一部を部下に任せました
Make sure to be kind to your subordinates.","ビジネス・経済, 人・職業, 英検",3,,,,subordinate
"auspice
auspicious","前兆、吉兆
幸先の良い、吉兆の",It is not really an auspicious time to hold a vote.,"優劣・是非, 英検",4,,promising,,auspicious
fastidious,細心の注意を払う、潔癖な,The pastry chef’s fastidious attention to detail makes her cakes beautiful.,"人・職業, 英検",4,,meticulous,,fastidious
encapsulate,要約する、カプセルに包む,The book perfectly encapsulates what it is like to work as a nurse.,英検,4,,"summarize
sum up",,encapsulate
"deference
deferential","敬意
敬意を払うような、丁寧な",She taught her children to be deferential to their teachers.,"人・職業, 英検",4,,respectful,,deferential
"annex
annexation","併合する、編入する、別館、建て増し
併合",Nobody did anything to stop that region from being annexed.,"社会・国家, 英検",4,,,,annex
"impair
impaired
impairment","悪くする、損なう、害する、低下させる
正常な機能の損なわれた
機能障害","Lack of sleep can impair your concentration. 睡眠不足は集中力を損なうことがあります
Alcohol impairs our quick judgement.","優劣・是非, 医療・健康, 英検",3,,"damage
weaken",,impair
"pungent
pungency","刺激の強い、辛辣な
刺激性、辛辣さ",The pungent smell of sewage made the man gag.,"物理・化学, 英検",4,,,,pungent
"conjecture
conjectural","推測（憶測）、推測（憶測）する
推測による",Everything that you have said so far has been pure conjecture.,英検,4,,"guess
infer
deduce
surmise",,conjecture
muster,奮い起こす、求める、招集する,She could not even muster the energy to brush her teeth. 彼女は歯を磨く気力すら湧かなかった,"感情・思考, 英検",4,,,,muster
forfeit,失う、剥奪される、没収されたもの,The team forfeited the game because of a violent act.,英検,4,,,,forfeit
murky,濁った、見通せない、（闇が）濃い、暗い,The diver could not see anything in the murky water.,英検,,,,,murky
"bigotry
bigot","偏狭、偏屈な行為・考え
偏狭な人",The writer has frequently been accused of bigotry.,"人・職業, 英検",4,,intolerance,,bigotry
"augment
augmentation","増加させる、増大させる
増加、増大",He augments his income by doing freelance work on the side.,"数量・論理, 程度・確度, 英検",4,,,,augment
"smuggle
snyggling","こっそり持ち込む、密輸する
密輸","The man somehow smuggled several guns into the country.
A man was arrested at the airport yesterday for attempting to smuggle illegal drugs into the country.","社会・国家, 英検",4,,,,smuggle
pose,ふりをする、提起する、引き起こす、ポーズ、姿勢、見せかけ,"The scammer posed as a police officer.
I don’t think this project poses any special problems.","カタカナ・象徴語, 英検, 身体の部位",4,,present,,pose
spoil,甘やかす、だめにする,"If you keep giving her candy and toys, you are going to spoil her.",英検,3,,"indulge
ruin",,spoil
sweep,掃く、広がる,"Recently, a wave of pessimism seems to be sweeping the country.","社会・国家, 英検",3,,"brush
engulf",,sweep
"pawn
pawnbroker","質に入れる、手先、利用される人
質屋","She had to pawn her watch collection to pay her rent.
The pawnbroker offered him 20 dollars for his grandfather’s watch.","ビジネス・経済, 人・職業, 英検",4,,,,pawnbroker
breed,飼育する、栽培する、品種、種類,,英検,3,,,,breed
toll,損失、死傷者数、通行料金、使用料金,The forest fire took a heavy toll on the people living in the area.,"ビジネス・経済, 社会・国家, 英検",4,,,,toll
vault,地下金庫室、地下貯蔵室,,英検,4,,,,vault
sewage,下水、汚水,The engineers are working on a new system to deal with sewage.,"社会・国家, 英検",4,,,,sewage
spell,つづる、意味する、呪文、魔力、魅力、短時間、活動期間,We have been experiencing a spell of warm weather recently.,"時間・頻度, 英検",4,,,,spell
"spite
spiteful","悪意、意地悪をする
悪意のある",I think she sent those emails to you out of spite.,"感情・思考, 英検",4,,malice,,spite
petition,請願、請願書,"About 2,000 people have already signed the petition.
The campaigners were asking people walking by to sign a petition to support their cause, and some people were happy to do so. ",英検,4,,"request
appeal
plea",,petition
dimension,次元、局面、規模、寸法,Both companies feel that the merger will add new dimensions to their business.,"便利, 英検",4,,,,dimension
discord,不一致、不和,I detected a note of discord at the meething.,"数量・論理, 英検",4,,,,discord
remnant,残り,This pile of stones is the remnants of an ancient village.,英検,4,,,,remnant
barn,納屋,,英検,5,,,,barn
organism,有機体、生命体,The first organisms appeared on our planet more than 3.8 billion years ago.,"物理・化学, 英検",4,,,,organism
"ratio
ration","比率
割当、割当量、配給、食料、割当制限する、配給する",She found some old military rations in her grandfather’s garage.,"数量・論理, 英検, 食べ物・料理",3,,"allowance
allocation
quota",,ratio
backlash,反発,"The new policy caused a strong backlash from the public.
The government faced backlash against the proposed tax hike.","感情・思考, 社会・国家, 英検",3,,"resistance
opposition",,backlash
compunction,良心の呵責、悔恨,He has no compunctions about lying to everyone.,"感情・思考, 英検",4,,,,compunction
deluge,大量、殺到、大洪水、豪雨,The TV station has received a deluge of complaints about the program.,"地理・気候, 程度・確度, 英検",4,,,,deluge
diffident,自信のない,She has always been diffident about her work as an artist.,"感情・思考, 英検",4,,,,diffident
mollify,人をなだめる、感情を和らげる,He managed to mollify he angry customer by refunding their order.,"感情・思考, 英検",4,,,,mollify
torment,苦しめる、悩ませる、苦悩、苦痛,She has been tormented by her fear of death for ages.,"感情・思考, 英検",4,,,,torment
douse,（明かりや火などを）消す,He doused the campfire with a bucket of water.,英検,4,,,,douse
debacle,大失敗、大敗,The general’s careless mistake led to a huge military debacle.,英検,4,,,,debacle
backlog,仕事などのやり残し、未処理分,The school has a backlog of student applications to go through.,"ビジネス・経済, 英検",3,,,,backlog
"resplendent
resplendence","きらびやかな、まばゆい
輝き、まばゆさ",The queen looked resplendent in a pink dress.,"優劣・是非, 英検",4,,,,resplendent
quaint,古風で趣のある,Tourists flocked to the neighborhood to see its quaint houses.,英検,4,,,,quaint
tepid,なまぬるい、熱意のない,Her tea turned tepid while she was in the shower.,"感情・思考, 英検",4,,,,tepid
malleable,可鍛性の、従順な、人に影響されやすい,Most metals are malleable as they can be bent and shaped.,"人・職業, 物理・化学, 英検",4,,,,malleable
"poignant
poignancy","心に強く訴える、感動的な
痛切さ",The old song brought back poignant memories of my family.,"感情・思考, 英検",4,,,,poignant
exude,（感情・自信などを）溢れ出させる,He is always positive and exudes confidence.,"感情・思考, 英検",4,,,,exude
"detriment
detrimental","損失、損害
有害な、不利益な",Growing up without parents can have a detrimental effect on a child.,"優劣・是非, 英検",4,,,,detrimental
mundane,平凡な、ありふれた、つまらない、現世の、世俗的な,He spends his one day off doing mundane chores like laundry and cleaning.,英検,4,,,,mundane
"inadvertent
inadvertently","うっかりした、不注意な
うっかり、不注意に",She inadvertently ordered several cases of supplies instead of one.,"感情・思考, 英検",4,,,,inadvertently
"culminate
culmination","達する、終わる
最高点、絶頂",Her hard work culminated in the success of her debut novel.,英検,4,,,,culminate
succumb,屈する、負ける,She succumbed to the temptation of the cookies on the table.,"感情・思考, 英検",4,,,,succumb
vicinity,付近、近辺,You should not smoke in the vicinity of other people.,"位置・方向, 英検",4,,,,vicinity
fluctuate,変動する、上下する,His weight has been fluctuating a lot in recent years.,"数量・論理, 英検",4,,,,fluctuate
insurmountable,乗り越えられない、克服できない,The pressure to succeed placed on the development team was insurmountable.,"感情・思考, 英検",4,,,,insurmountable
impending,差し迫った,Politicians are campaigning across the country because of the impending election.,"時間・頻度, 英検",4,,,,impending
retaliation,報復、仕返し,They attacked the country in retaliation for the missile launches.,"感情・思考, 社会・国家, 英検",4,,,,retaliation
"circumvent
circumvention","かいくぐる、回避する
回避、迂回",The company paid bribes in order to circumvent national regulations.,英検,4,,,,circumvent
tout,褒めちぎる、もてはやす,She is touted as the best saxophone player of all time.,"感情・思考, 英検",4,,,,tout
"refute
refutation
refutable / irrefutable","誤りを証明する、反駁する
論破、論駁
反駁できる / 反駁できない",The teacher refuted the basis of his students’ argument.,"意見・説明, 英検",4,,,,refute
animosity,敵意、憎しみ,"Despite being rivals,, there is no personal animosity between us.","感情・思考, 英検",4,,,,animosity
"ramify
ramification","分岐する、分派する
影響、結果",Consider the ramifications of your actions before you do anything.,"便利, 数量・論理, 英検",4,,,,
fugitive,逃亡犯、脱走者、逃亡中の、逃げた,The fugitives were arrested in a small town near the border.,"人・職業, 社会・国家, 英検",4,,,,fugitive
"adamant
adamantly","断固として譲らない
断固として",The suspect was adamant that he had not murdered the victim.,"感情・思考, 英検",4,,,,adamant
languish,辛い状況を強いられる、閉じ込められる、停滞する,He languished in a prison for almost a decade before he was finally released.,英検,4,,,,languish
gall,厚かましさ、ずうずうしさ,He owes me $200 and then has the gall to ask for another $100.,"人・職業, 英検",4,,,,gall
"meddle
meddlesome","干渉する、おせっかいを焼く
おせっかいな",It is not your place to meddle in other people’s relationships.,"人・職業, 英検",4,,,,meddle
"anesthesia
anesthetic
anesthetize","麻酔
麻酔（剤）
麻酔をかける",The doctor told her the anesthetic would wear off in about two hours.,"医療・健康, 英検",4,,,,
engrossed,没頭して,He was engrossed in his show and did not hear the doorbell.,"感情・思考, 英検",4,,,,engrossed
grueling,へとへとに疲れさせる、厳しい,Everyone was exhausted from the grueling journey.,"医療・健康, 英検",,,,,
plunder,略奪する、強奪する、略奪、強奪、略奪品、強奪品,Soldiers plundered the treasures of Africa and took them to Europe.,"社会・国家, 英検",4,,,,plunder
precursor,前兆、前触れ、先駆者、前任者、祖先,This fossil is identified as a precursor to the modern horse.,"人・職業, 便利, 時間・頻度, 英検",4,,,,precursor
brunt,攻撃の矛先,"As producer, she took the brunt of the blame for the project’s failure.","社会・国家, 英検",4,,,,brunt
litany,延々と続くもの,He wrote a litany of complaints online about his stay in the hotel.,"時間・頻度, 程度・確度, 英検",4,,,,litany
repercussion,影響、余波,Leaking any type of confidential information will have serious repercussions.,"便利, 社会・国家, 英検",4,,consequence,,repercussion
"
rational","根拠
理にかなった、合理的な",The prime minister explained her rationale behind the proposed law.,"便利, 英検",4,,"justification
reason",,rationale
"clandestine
cladenstinely","秘密の、内密の
内密に",The couple had a clandestine relationship for years before anyone relalized.,英検,4,,"secret
private",,clandestine
"irreparable
irreparably","修復不可能な
修復できないほどに",,英検,4,,,,irreparably
"preemptive
preemptively
preempt","先制の
先制して
起こらないようにする",The country launched a preemptive strike against their neighbors.,"時間・頻度, 英検",4,strike,,,preemptive
"subvert
subversion
subversive","覆そうとする
政府転覆（活動）
転覆させる",The cyberattacks were carried out to subvert democracy by manipulating election results.,"社会・国家, 英検",4,,,,subvert
"liquidate
liquidation","換金する
清算、整理",The furniture store liquidated their remaining stock before closing.,"社会・国家, 英検",4,,,,liquidate
fruition,達成、実現,"Some 20 years later, their plan finally came to fruition.","便利, 英検",4,,,,fruition
consternation,非常な驚き、仰天、狼狽,The report caused consternation among biologists.,"感情・思考, 英検",4,,dismay,,consternation
garner,獲得する、集める,His support of the rebels garnered a lot of attention in the news.,英検,4,,,,garner
"contingent
contingency","不慮の、偶発的な
事態、将来起こりうること",The manager drew up a contingency plan for her boss.,"便利, 時間・頻度, 英検",4,,,,
predicament,窮地、困難な状況,The paper company is in a serious legal predicament.,"便利, 英検",4,,,,predicament
salvage,運び出す、救出する、回復する、海難救助、回復,He could not salvage any of his belongings after the fire.,"医療・健康, 英検",4,,,,salvage
barrage,集中攻撃、弾幕,The actress faced a barrage of questions from the press.,"社会・国家, 英検",4,,,,barrage
"deter
deterrent
deterrence","抑止する
阻止するもの、妨害物
（戦争・犯罪などの）抑止",The new street lights are intended as a crime deterrence for the neighborhood.,"社会・国家, 英検",4,,impede,,
berate,きつく叱る,Her mother berated her for failing her math test.,"感情・思考, 英検",4,,"scold
reprimand",,berate
bask,浴する、日光浴をする,The tennis star basked in the attention from reporters.,英検,4,,,,bask
"belligerent
belligerently","好戦的な、交戦中の
喧嘩腰で",,"感情・思考, 社会・国家, 英検",4,,,,belligerent
"rebut
rebuttal","誤りだと論証する、反論する
反論","The lawyer rebutted the arguments of the defense with great skill.
A key rebuttal to the 3D tunnels is that if you add one layer of tunnels, that will simply alleviate congestion, it will get used up, and then you’ll be back where you started, back with congestion.",英検,4,,,,rebut
"eulogy
eulogistic
eulogize","弔辞
称賛に満ちた
賛辞を呈する",He asked that his sister deliver the eulogy at his funeral.,"優劣・是非, 英検",4,,,,eulogy
commotion,騒動、大騒ぎ,Her retirement caused a huge commotion in the music industry.,"感情・思考, 英検",4,,"excitement
uproar
disturbance",,commotion
accomplice,共犯者、共謀者,The thief’s accomplice gave him away during police questioning.,"人・職業, 社会・国家, 英検",4,,,,accomplice
"fallacy
fallacious","誤った考え
間違った",The idea that this herb can lower a fever has been proven to be a fallacy.,"数量・論理, 英検",4,,,,fallacy
"plagiarize
plagiarism","剽窃する、盗用する
剽窃、盗用、盗作",He received a failing grade on his paper for plagiarizing sources online.,"社会・国家, 英検",4,,,,plagiarize
conflagration,大火災,Most of the cathedral was destroyed in the conflagration.,"地理・気候, 社会・国家, 英検",4,,,,conflagration
"obtrude
obstrusive","強要する
出しゃばりの、押しつけがましい",Many people uninstall the app due to its obtrusive notifications and pop-up ads.,英検,4,,,,obtrusive
adroit,巧みな、抜け目のない,The stage actor is an adroit performer and admired by all.,"優劣・是非, 英検",4,,skillful,,adroit
enmity,敵意、憎しみ,There is a 100-year history of enmity between the two countries.,"感情・思考, 英検",4,,hostility,,enmity
excruciating,非常に激しい、極度の、耐え難い,He woke up with excruciating pain in his lower abdomen.,"程度・確度, 英検",4,,,,excruciating
"bequeath
bequest","遺す、後世に伝える
遺産",The artist bequeathed many works of art to the museum.,"ビジネス・経済, 社会・国家, 英検",4,,,,
foliage,（集合的に）葉,The area is famous for its beautiful autumn foliage.,"地理・気候, 英検",4,,,,foliage
cavalier,ぞんざいな、気遣いをしない,Her cavalier attitude toward spending money got her into financial trouble.,"人・職業, 英検",4,,,,cavalier
"caliber
calibrate
calibration","質、能力、口径
測定する
測定",The IT firm is proud of the high caliber of its many employees.,"便利, 英検",4,,,,caliber
"controversial / incontrovertible
controversy","議論を呼ぶ / 議論の余地のない、明白な
物議、論争","There is no incontrovertible evidence putting my client at the scene.
Many types of animal testing for scientific research are very controversial.","会話・伝達, 意見・説明, 英検",3,,,,
"valiant
valiantly","思い切った、勇気のある
勇敢に",He put in a valiant effort to pass his entrance exams.,"人・職業, 英検",4,,,,valiant
camaraderie,友情、仲間意識,There is a strong feeling of camaraderie between all the participants.,"感情・思考, 英検",4,,friendship,,camaraderie
"embezzle
embezzlement","使い込む、横領する
使い込み、横領",She was convicted of embezzling public funds.,"社会・国家, 英検",4,,,,embezzle
drab,単調な、退屈な、面白みのない,The drab appearance of her office makes her feel depressed.,"優劣・是非, 英検",4,,boring,,drab
scruple(s),良心のとがめ、ためらい,The nurse said she had no scruples about eavesdropping on patients.,"感情・思考, 英検",4,,,,scruple
feud,確執、いさかい,The feud between those two families spans several generations.,"感情・思考, 英検",4,,,,feud
brash,生意気な、偉そうな,The musician is known for his brash attitude.,"性格・態度, 英検",4,,"arrogant
impudent",,brash
"apprehend
apprehension","捕える、逮捕する
逮捕",The police apprehended the murderer after a car chase.,英検,4,,,,apprehend
pique,そそる、怒らせる,The magazine cover near the cashier piqued his interest.,"感情・思考, 英検",4,,"spark
arouse",,pique
"infest
infestation","はびこる、群がる
はびこること、蔓延",An inspection revealed that the house was infested with termites.,英検,4,,,,infest
gloat,ほくそ笑む、満悦,His coach scolded him for gloating over his victory after the match.,"感情・思考, 英検",4,,,,gloat
"archaic
archaism","時代遅れの、旧式の、古風の、古語の
古語","Last year, the bank finally updated its archaic system of record keeping.","時間・頻度, 英検",4,,outdated,,archaic
veer,急に向きを変える,Two people were injured when their car veered off the road.,"位置・方向, 英検",4,,,,veer
quell,鎮める、抑える,The police could not quell the riot and had to retreat to a more secure location.,"社会・国家, 英検",4,,,,quell
"frugal
frugality","質素な、倹約する、無駄遣いしない
質素、倹約",He was frugal because he lived in poverty as a youth.,"社会・国家, 英検",4,,"economical
prudent",,frugal
unscathed,無傷で、無事で,It is a miracle that you escaped from the car accident unscathed.,"医療・健康, 英検",4,,unharmed,,unscathed
glut,過剰供給,There is a glut of houses on the market at the moment.,"ビジネス・経済, 英検",4,,"oversupply
excess",,glut
knack,こつ、要領、特技,She has a knack for building small bird houses.,"便利, 英検",4,,,,knack
"farce
farcical","茶番、馬鹿げたこと
茶番のような、非常に馬鹿げた",The journalists reported that the political debate was a total farce.,"優劣・是非, 英検",4,,travesty,,farce
"interject
interjection","口をはさむ
不意の発声、妨害",It is rude to interject your opinion into a conversation without listening first.,"会話・伝達, 英検",3,,interrupt,,interject
"marginal
marginally","余白、周辺、余裕、限界、利幅
ごくわずかな
わずかに、かろうじて",The quality of his work has only improved marginally.,"程度・確度, 英検",4,,"slightly
barely",,marginal
broach,話を切り出す、持ち出す,He decided to broach the subject of fostering a child with his wife.,"会話・伝達, 英検",4,,,,broach
misgiving,不安、懸念,"They had misgivings about her ability to win the competition, but she did.","感情・思考, 英検",3,,"anxiety
worry",,misgiving
reconnaissance,偵察、調査,They made an aerial reconnaissance of the enemy position.,"社会・国家, 英検",4,,,,reconnaissance
"infatuated
infatuation","夢中になって、のぼせて
夢中、熱中","She is absolutely infatuated with the boy, and it is all she talks about.","感情・思考, 英検",4,,,,infatuated
morale,士気、意気込み,The coach worked hard to raise morale after three consecutive losses.,英検,,,,,
"substantiate
substantiation","実証する
実証、証拠",Your essay must provide information that substantiates your claims.,"便利, 物理・化学, 英検",4,,corroborate,,substantiate
erroneous,間違った、誤った情報に基づく,The assumption is based on erroneous and outdated information.,"数量・論理, 英検",4,,incorrect,,erroneous
"exacerbate
exacerbation","さらに悪化させる
悪化、進化",These measures will only work to exacerbate the poverty problem.,"優劣・是非, 英検",4,,aggravate,,exacerbate
"elude
elusive","かわす、逃れる
つかまえにくい、見つけにくい、理解しにくい、捉えどころのない",The giant squid is an elusive deep-sea creature.,英検,4,,,,elusive
stifle,抑える、押し殺す、窒息させる,The police stifled any criticism of their actions.,"医療・健康, 英検",4,,,,stifle
hatch,"企てる
孵化させる",The rebels hatched a plot to take down the government.,"物理・化学, 英検",4,,,,hatch
exorbitant,法外な、途方もない,The exorbitant price of rent in the city is affecting everyone.,"程度・確度, 英検",4,,"excessive
unreasonable",,exorbitant
"confiscate
confiscation
confiscatory","没収する、押収する
没収品、押収品
没収の、押収の",His teacher confiscated his phone after he was caught with it in class.,"社会・国家, 英検",4,,seize,,confiscate
"curtail
curtailment","削減する、切り詰める
削減、切り詰め",The city council tried to curtail its personal spending.,"ビジネス・経済, 社会・国家, 英検",4,,"cut
limit",,curtail
"cease
cessation","終わる、中止する
中止、停止、中断",The country announced cessation of financial support to other countries.,"時間・頻度, 英検",4,,,,cease
"relegate
relegation","格下げする、左遷する
格下げ、降格","After the series of costly mistakes, she was relegated to a role with less responsibilities.","ビジネス・経済, 英検",4,,demote,,relegate
bolster,支える、強化する,The company is working hard to bolster its reputation.,英検,4,,"reinforce
buttress
boost",,bolster
"repair
reparation
reparable","補う、補償する
賠償金、補償
賠償しうる",The country was forced to pay huge war reparations.,"ビジネス・経済, 英検",4,,"compensation
restitution
amends",,reparation
"conjure
conjurer","思い起こさせる、魔法で〜を出す
手品師","To many people, Paris conjures an image of romance.","人・職業, 英検",4,,,,
turmoil,騒動、混乱,Countries all over the world are facing increasing economic turmoil.,"感情・思考, 英検",4,,"commotion
turbulence",,turmoil
permeate,充満する、行き渡る,The smell of freshly ground coffee permeated the room.,英検,4,,pervade,,
gist,要点、趣旨,The gist of his argument was that school curriculums should be changed.,"便利, 英検",4,,essence,,gist
"prolific
proliferate
proliferation","多作の、多産の
急増する
急増",The prolific inventor has thousands of patents for various inventions.,"数量・論理, 芸術・音楽, 英検",4,,productive,,prolific
rout,大敗北、総崩れ,The political party lost more than half their seats in a rout.,英検,4,,defeat,,rout
disband,解散させる、解散する,Police were sent in to disband the crowd of protestors.,英検,4,,,,disband
"somber
somberly","陰鬱な、重苦しい、地味な、薄暗い
地味に",The mood was somber in the room after they heard the bad news.,"感情・思考, 英検",4,,gloomy,,somber
"annotate
annotation","注釈をつける
注釈、注解",I would never be able to understand this book without the annotations.,英検,4,,,,annotate
tenable / untenable,耐えられる、防御できる、擁護できる、支持できる / 防御できない、擁護できない、支持できない,You should research more because your argument is currently untenable.,英検,4,,,,
assuage,和らげる、緩和する,The mayor has sought to assuage public concerns about the project.,英検,4,,"ease
relieve",,assuage
flounder,ヒラメ、カレイ、苦労する、問題を抱える、言い淀む,"Without proper training, young teachers can flounder in schools.","感情・思考, 生物・動物, 英検",,,"struggle
falter",,flounder
pander,迎合する、おもねる,It is well known that governments tent to pander to the rich.,英検,4,,,,pander
overt,公然の、あからさまな,The two brothers showed overt hostility toward one another.,英検,4,,"obvious
blatant",,overt
"antagonize
antagonistic
antagonism","敵意を持たせる
敵対する、敵意のある
敵対、敵意",She has always been antagonistic to people of authority.,"感情・思考, 英検",4,,"hostile
opposed",,antagonistic
budge,（意見や態度を）変える、身動きする,"He refused to budge, even when everyone else disagreed with him.","意見・説明, 英検",4,,,,budge
sedentary,座っていることの多い、定住する,"Her job is enjoyable, but it is a bit too sedentary for her.",英検,4,,,,sedentary
ember,残り火、燃えさし、余韻、名残,She blew on the ember to produce fire.,"感情・思考, 英検",4,,,,
"accentuate
accentuation","強調する、際立たせる
強調",The actress’s short hair accentuates her natural beauty.,"程度・確度, 英検",4,,emphasize,,accentuate
engender,生じさせる、引き起こす,His lengthy presentation did not engender much excitement in the audience.,"感情・思考, 英検",4,,"create
produce
cause",,engender
"inundate
inundation","押し寄せる、殺到する、水浸しにする
殺到、氾濫",Customer support was inundated with calls after the flight was canceled.,英検,4,,,,inundate
rampage,凶暴に暴れること、暴れ回る,"The man went on a rampage through town, smashing several windows.","動作, 感情・思考, 社会・国家, 英検",4,,,,rampage
echelon,段階、階層,The fashion brand became popular among the upper echelons of Paris.,"便利, 英検",4,,,,echelon
"disdain
disdainful","軽蔑、侮辱、軽蔑する、見下す
尊大な、軽蔑的な",Her grandfather openly showed his disdain for her choice of college.,"性格・態度, 感情・思考, 英検",4,,"scorn
derision",,disdain
eschew,避ける,Our organization actively eschews violence and asks all members to do the same.,英検,4,,,,eschew
"palate
palatable","味覚
口に合う、無難な味の、（考えが）好ましい",This brand of cough syrup is much more palatable than others.,"優劣・是非, 英検, 身体の部位, 食べ物・料理",4,,,,palate
referendum [複]referenda,国民投票、住民投票,The country will hold a referendum to decide if it will pursue nuclear power.,"社会・国家, 英検",3,,,,referendum
fickle,気まぐれな、移り気な、変わりやすい、不安定な,Her fickle nature makes it difficult to buy presents for her.,"性格・態度, 感情・思考, 英検",4,,,,fickle
tantamount,同等の、等しい,To say nothing is tantamount to saying you agree. 何も言わないのは、賛成だと言うことに等しい,"数量・論理, 英検",4,,"equivalent
identical",,tantamount
"placid
placidity","静かな、穏やかな、落ち着いた
静穏、平静",The placid surface of the lake looked like a giant piece of glass.,"性格・態度, 英検",4,,,,placid
heave,引っ張ること、持ち上げる、積み込む、ため息をつく,"With a heave, they lifted the wooden beam onto the truck. 彼らは木の梁を引っ張ってトラックに乗せた","動作, 英検",4,,,,heave
"scrawl
scrawly","殴り書きする
殴り書きの",He scrawled a note for his mother saying he would be back soon.,"動作, 英検",4,,,,scrawl
implore,懇願する,Human rights activists are imploring people to be wary of the current situation.,"依頼, 英検",4,,,,implore
accost,近寄って話しかける,She was accosted by a security guard and asked to leave the area.,"会話・伝達, 英検",4,,,,accost
erratic,不安定な、むらのある,He was stopped by police for driving in an erratic way.,英検,4,,unpredictable,,erratic
absolve,無罪を言い渡す、赦免する,"During the trial, the court absolved him of any wrongdoing.","社会・国家, 英検",4,,,,absolve
hoard,蓄え、貯蔵、貯蔵する、ため込む,Archaeologists discovered a hoard of gems in a tomb.,英検,4,,stockpile,,hoard
"pamper
pamper myself","甘やかす
気ままに振る舞う、存分にくつろぐ",I sometimes pamper myself with a spa.,"感情・思考, 英検",4,,,,
"incarcerate
incarceration","投獄する、監禁する
投獄、監禁","The woman was incarcerated for a petty crime, and it ruined her life.","社会・国家, 英検",,,,,incarcerate
"brief
brevity","簡潔な、短い
簡潔さ",He is known for his brevity and simple writing style.,英検,4,,,,
"brief
brevity","簡潔な、短い
簡潔さ",He is known for his brevity and simple writing style.,英検,3,,,,brief
"culpable
culpability","咎められるべき
咎められるべきこと",The investigation showed that the driver was not culpable in the card accident.,"社会・国家, 英検",4,,blameworthy,,culpable
impervious,無感覚な、鈍感な、（水や湿気を）通さない、不浸透性の,Her husky seems like it is impervious to the cold.,英検,4,,,,impervious
prowess,卓越した技量,His athletic prowess was proven when he won the championship.,"便利, 英検",4,,,,prowess
"nonchalant
nonchalantly
nonchalance","平然とした、無頓着な
平然と
平然",Her nonchalant attitude about the scandal shocked her fans.,"性格・態度, 英検",4,,,,nonchalant
dawdle,ぐずぐずする、時間を浪費する,His parents told him to stop dawdling and get ready for school.,"時間・頻度, 英検",4,,,,dawdle
"capitulate
capitulation","抵抗を止める、受け入れる
降伏","After one week, company executives capitulated to the striking workers’ demands.","社会・国家, 英検",4,,,,capitulate
rebuff,拒絶する、拒絶,The council rebuffed efforts by activists to save the local park.,"意見・説明, 英検",4,,,,rebuff
"pedantic
pedantry
pedant","細事にこだわる、細かい
細事にうるさいこと
細事にこだわる人",The pedantic teacher deducts points from essays for even small punctuation errors.,"性格・態度, 英検",4,,,,pedantic
squeamish,すぐに気分が悪くなる,This movie may not be suitable for those who are squeamish.,"医療・健康, 英検",4,,,ˈskwiːmɪʃ,squeamish
diatribe,痛烈な批判,The journalist wrote a diatribe against the government’s policy.,"意見・説明, 英検",4,,,,diatribe
"reprehend
reprehensible","非難する、叱責する
非難されるべき",he is ashamed of his utterly reprehensible behavior.,"優劣・是非, 英検",4,,disgraceful,,reprehend
cryptic,不可解な、謎めいた,Someone left a cryptic message in front of our house.,英検,3,,mysterious,,cryptic
"exuberant
exuberance","熱狂的な、喜びにあふれた
あふれる熱気",The fans were exuberant when their team won the rugby game.,"感情・思考, 英検",4,,,,exuberant
"pallid
pallor","青白い、生気のない
青白さ、青白",She went to see a doctor because her skin was pallid.,"医療・健康, 感情・思考, 英検",4,,,,
acrid,辛辣な、とげとげしい、鼻をつく、刺激性の,He was shocked by the acrid remarks of his coach regarding his performance.,"性格・態度, 物理・化学, 英検",4,,,,acrid
